
 % Transformer ID No.2649
 Source Information (Node1 Node2 MVA_f V)
      0      1 1000000.000000 11000.000000 
      1      2       0.00   4.000000 750000.0 11000.0  415.0 % Transformer
 Conductor Information (From(kk),To(kk),R(kk),X(kk),CurrentRating(kk))
      2      3   0.000414   0.000296      435.0
      3      4   0.005103   0.005691      514.0
      4      5   0.002430   0.002710      514.0
      5      6   0.002430   0.002710      514.0
      6      7   0.006426   0.002982      363.0
      7      8   0.005574   0.000621      114.0
      8      9   0.005574   0.000621      114.0
      9     10   0.005574   0.000621      114.0
      7     11   0.018175   0.002025      114.0
      6     12   0.003189   0.003557      514.0
     12     13   0.003189   0.003557      514.0
     13     14   0.003189   0.003557      514.0
     14     15   0.003189   0.003557      514.0
     15     16   0.003189   0.003557      514.0
     16     17   0.003189   0.003557      514.0
     17     18   0.003189   0.003557      514.0
     18     19   0.003189   0.003557      514.0
      4     20   0.000828   0.000895      300.0
     20     21   0.000828   0.000895      300.0
     21     22   0.000828   0.000895      300.0
     22     23   0.000828   0.000895      300.0
     23     24   0.000828   0.000895      300.0
     24     25   0.000828   0.000895      300.0
     25     26   0.000828   0.000895      300.0
     26     27   0.000828   0.000895      300.0
     27     28   0.000828   0.000895      300.0
     28     29   0.000828   0.000895      300.0
     29     30   0.000828   0.000895      300.0
     30     31   0.000828   0.000895      300.0
     31     32   0.000828   0.000895      300.0
     32     33   0.000828   0.000895      300.0
     33     34   0.000828   0.000895      300.0
     34     35   0.000828   0.000895      300.0
     35     36   0.000828   0.000895      300.0
     36     37   0.000828   0.000895      300.0
     37     38   0.000828   0.000895      300.0
     38     39   0.000828   0.000895      300.0
     39     40   0.000828   0.000895      300.0
     40     41   0.000828   0.000895      300.0
     41     42   0.000828   0.000895      300.0
     42     43   0.000828   0.000895      300.0
     43     44   0.000828   0.000895      300.0
     44     45   0.000828   0.000895      300.0
     45     46   0.000828   0.000895      300.0
     46     47   0.000828   0.000895      300.0
     47     48   0.000828   0.000895      300.0
     48     49   0.000828   0.000895      300.0
     49     50   0.000828   0.000895      300.0
     50     51   0.000828   0.000895      300.0
     51     52   0.000828   0.000895      300.0
     52     53   0.000828   0.000895      300.0
     53     54   0.000828   0.000895      300.0
     54     55   0.000828   0.000895      300.0
     55     56   0.000828   0.000895      300.0
     56     57   0.000828   0.000895      300.0
     57     58   0.000828   0.000895      300.0
     58     59   0.000828   0.000895      300.0
     59     60   0.000828   0.000895      300.0
     60     61   0.000828   0.000895      300.0
     61     62   0.000828   0.000895      300.0
     62     63   0.000828   0.000895      300.0
     63     64   0.000828   0.000895      300.0
     64     65   0.000828   0.000895      300.0
     65     66   0.000828   0.000895      300.0
     66     67   0.000828   0.000895      300.0
     67     68   0.001109   0.001199      300.0
     68     69   0.001109   0.001199      300.0
     69     70   0.001109   0.001199      300.0
     70     71   0.001109   0.001199      300.0
     71     72   0.001109   0.001199      300.0
     72     73   0.001109   0.001199      300.0
     67     74   0.000679   0.000687      310.0
     74     75   0.000679   0.000687      310.0
     75     76   0.000679   0.000687      310.0
     76     77   0.000679   0.000687      310.0
     77     78   0.000679   0.000687      310.0
     78     79   0.000679   0.000687      310.0
      2     80   0.000190   0.000136      435.0
     80     81   0.001890   0.002108      514.0
     81     82   0.001890   0.002108      514.0
     82     83   0.001890   0.002108      514.0
     83     84   0.001890   0.002108      514.0
     84     85   0.001890   0.002108      514.0
     85     86   0.001890   0.002108      514.0
     86     87   0.001890   0.002108      514.0
     87     88   0.001890   0.002108      514.0
     88     89   0.001890   0.002108      514.0
     89     90   0.000471   0.000476      310.0
     90     91   0.000471   0.000476      310.0
     91     92   0.000471   0.000476      310.0
     92     93   0.000471   0.000476      310.0
     93     94   0.000471   0.000476      310.0
     94     95   0.000471   0.000476      310.0
     95     96   0.000471   0.000476      310.0
     96     97   0.000471   0.000476      310.0
     97     98   0.000471   0.000476      310.0
     98     99   0.000471   0.000476      310.0
     99    100   0.000471   0.000476      310.0
    100    101   0.000471   0.000476      310.0
    101    102   0.000471   0.000476      310.0
    102    103   0.000471   0.000476      310.0
    103    104   0.000471   0.000476      310.0
    104    105   0.000471   0.000476      310.0
    105    106   0.000471   0.000476      310.0
    106    107   0.000471   0.000476      310.0
    107    108   0.000471   0.000476      310.0
    108    109   0.000471   0.000476      310.0
    109    110   0.000471   0.000476      310.0
    110    111   0.000471   0.000476      310.0
    111    112   0.000471   0.000476      310.0
    112    113   0.000471   0.000476      310.0
    113    114   0.000471   0.000476      310.0
    114    115   0.000471   0.000476      310.0
    115    116   0.000471   0.000476      310.0
    116    117   0.000471   0.000476      310.0
    117    118   0.000471   0.000476      310.0
    118    119   0.000471   0.000476      310.0
    119    120   0.000471   0.000476      310.0
    120    121   0.000471   0.000476      310.0
    121    122   0.000471   0.000476      310.0
    122    123   0.000471   0.000476      310.0
    123    124   0.000471   0.000476      310.0
    124    125   0.000471   0.000476      310.0
    125    126   0.000471   0.000476      310.0
    126    127   0.000471   0.000476      310.0
    127    128   0.000471   0.000476      310.0
