
 % Transformer ID No.3194
 Source Information (Node1 Node2 MVA_f V)
      0      1 1000000.000000 11000.000000 
      1      2       0.00   4.000000 1000000.0 11000.0  415.0 % Transformer
 Conductor Information (From(kk),To(kk),R(kk),X(kk),CurrentRating(kk))
     48     49   0.002300   0.000222      108.0
     49     50   0.002300   0.000222      108.0
      2     51   0.000358   0.000035      108.0
     51     52   0.000358   0.000035      108.0
     52     53   0.000358   0.000035      108.0
     53     54   0.000358   0.000035      108.0
     54     55   0.000358   0.000035      108.0
     55     56   0.000358   0.000035      108.0
     56     57   0.000358   0.000035      108.0
     57     58   0.000358   0.000035      108.0
     58     59   0.000358   0.000035      108.0
     59     60   0.000358   0.000035      108.0
     60     61   0.000358   0.000035      108.0
     61     62   0.000358   0.000035      108.0
     62     63   0.000358   0.000035      108.0
     63     64   0.000358   0.000035      108.0
     64     65   0.000358   0.000035      108.0
     65     66   0.000358   0.000035      108.0
     66     67   0.000358   0.000035      108.0
     67     68   0.000358   0.000035      108.0
     68     69   0.000358   0.000035      108.0
     69     70   0.000358   0.000035      108.0
     70     71   0.000358   0.000035      108.0
     71     72   0.000358   0.000035      108.0
     72     73   0.000358   0.000035      108.0
     73     74   0.000358   0.000035      108.0
     74     75   0.000358   0.000035      108.0
     75     76   0.000358   0.000035      108.0
     76     77   0.000358   0.000035      108.0
     77     78   0.000358   0.000035      108.0
     78     79   0.000358   0.000035      108.0
     79     80   0.000358   0.000035      108.0
     80     81   0.000358   0.000035      108.0
     81     82   0.000358   0.000035      108.0
     82     83   0.000358   0.000035      108.0
     83     84   0.000358   0.000035      108.0
     84     85   0.000358   0.000035      108.0
     85     86   0.000358   0.000035      108.0
     86     87   0.000358   0.000035      108.0
      2     88   0.009108   0.006256      319.0
     88     89   0.000488   0.000355      344.0
     89     90   0.000488   0.000355      344.0
     90     91   0.000488   0.000355      344.0
     91     92   0.000488   0.000355      344.0
     92     93   0.000488   0.000355      344.0
     93     94   0.000488   0.000355      344.0
     94     95   0.000488   0.000355      344.0
     95     96   0.000488   0.000355      344.0
     96     97   0.000488   0.000355      344.0
     97     98   0.000488   0.000355      344.0
     98     99   0.000488   0.000355      344.0
     99    100   0.000488   0.000355      344.0
    100    101   0.000488   0.000355      344.0
    101    102   0.000488   0.000355      344.0
    102    103   0.000488   0.000355      344.0
    103    104   0.000488   0.000355      344.0
    104    105   0.000488   0.000355      344.0
    105    106   0.000488   0.000355      344.0
    106    107   0.000488   0.000355      344.0
    107    108   0.000488   0.000355      344.0
    108    109   0.000488   0.000355      344.0
    109    110   0.000488   0.000355      344.0
    110    111   0.000488   0.000355      344.0
    111    112   0.000488   0.000355      344.0
    112    113   0.000488   0.000355      344.0
    113    114   0.000488   0.000355      344.0
    114    115   0.000488   0.000355      344.0
     88    116   0.000505   0.000367      344.0
    116    117   0.000505   0.000367      344.0
    117    118   0.000505   0.000367      344.0
    118    119   0.000505   0.000367      344.0
    119    120   0.000505   0.000367      344.0
    120    121   0.000505   0.000367      344.0
    121    122   0.000505   0.000367      344.0
    122    123   0.000505   0.000367      344.0
    123    124   0.000505   0.000367      344.0
    124    125   0.000505   0.000367      344.0
    125    126   0.000505   0.000367      344.0
    126    127   0.000505   0.000367      344.0
    127    128   0.000505   0.000367      344.0
    128    129   0.000505   0.000367      344.0
    129    130   0.000505   0.000367      344.0
    130    131   0.000505   0.000367      344.0
    131    132   0.000505   0.000367      344.0
    132    133   0.000505   0.000367      344.0
    133    134   0.000505   0.000367      344.0
    134    135   0.000505   0.000367      344.0
    135    136   0.000505   0.000367      344.0
    136    137   0.000505   0.000367      344.0
    137    138   0.000505   0.000367      344.0
    138    139   0.000505   0.000367      344.0
    139    140   0.000505   0.000367      344.0
    140    141   0.000505   0.000367      344.0
    141    142   0.000505   0.000367      344.0
    142    143   0.000505   0.000367      344.0
    143    144   0.000505   0.000367      344.0
    144    145   0.000505   0.000367      344.0
    145    146   0.000505   0.000367      344.0
      2    147   0.008900   0.006319      346.0
    147    148   0.000941   0.000684      344.0
    148    149   0.000941   0.000684      344.0
    149    150   0.000941   0.000684      344.0
    150    151   0.000941   0.000684      344.0
    151    152   0.000424   0.000309      344.0
    152    153   0.000424   0.000309      344.0
    153    154   0.000424   0.000309      344.0
    154    155   0.000424   0.000309      344.0
    155    156   0.000424   0.000309      344.0
    156    157   0.000424   0.000309      344.0
    157    158   0.000424   0.000309      344.0
    148    159   0.002300   0.000222      108.0
    159    160   0.005750   0.000555      108.0
    160    161   0.005750   0.000555      108.0
    161    162   0.005750   0.000555      108.0
    147    163   0.001139   0.000828      344.0
    163    164   0.001139   0.000828      344.0
    164    165   0.003450   0.000333      108.0
    165    166   0.003450   0.000333      108.0
    166    167   0.003450   0.000333      108.0
    167    168   0.003450   0.000333      108.0
    168    169   0.003450   0.000333      108.0
      2    170   0.010900   0.007739      346.0
    170    171   0.002129   0.001548      344.0
    171    172   0.002129   0.001548      344.0
    172    173   0.002129   0.001548      344.0
    173    174   0.002129   0.001548      344.0
    170    175   0.001141   0.000110      108.0
    175    176   0.001141   0.000110      108.0
    176    177   0.001141   0.000110      108.0
    177    178   0.001141   0.000110      108.0
    178    179   0.001141   0.000110      108.0
    179    180   0.001141   0.000110      108.0
    180    181   0.001141   0.000110      108.0
    181    182   0.001141   0.000110      108.0
    182    183   0.001141   0.000110      108.0
    183    184   0.001141   0.000110      108.0
    184    185   0.001141   0.000110      108.0
    185    186   0.001141   0.000110      108.0
    186    187   0.001141   0.000110      108.0
    187    188   0.001141   0.000110      108.0
    188    189   0.001141   0.000110      108.0
    189    190   0.001141   0.000110      108.0
    190    191   0.001141   0.000110      108.0
    170    192   0.007283   0.000703      108.0
    192    193   0.007283   0.000703      108.0
    193    194   0.007283   0.000703      108.0
      2    195   0.002605   0.000731      278.0
    195    196   0.002605   0.000731      278.0
    196    197   0.002605   0.000731      278.0
      2    198   0.006942   0.004929      346.0
    198    199   0.000089   0.000039      265.0
    199    200   0.000089   0.000039      265.0
    200    201   0.000089   0.000039      265.0
    201    202   0.000089   0.000039      265.0
    202    203   0.000089   0.000039      265.0
    203    204   0.000089   0.000039      265.0
    204    205   0.000089   0.000039      265.0
    205    206   0.000089   0.000039      265.0
    206    207   0.000089   0.000039      265.0
    207    208   0.000089   0.000039      265.0
      2    209   0.012870   0.008840      319.0
 Load Information (Load_Node(kk),Phase,P_Watts,Q_Watts)
      7  1 416000.000000 62400.000000
      8  2 416000.000000 62400.000000
      9  3 416000.000000 62400.000000
     12  1 416000.000000 62400.000000
     13  2 416000.000000 62400.000000
     14  3 416000.000000 62400.000000
     15  1 416000.000000 62400.000000
     16  2 416000.000000 62400.000000
     17  3 416000.000000 62400.000000
     18  1 416000.000000 62400.000000
     19  2 416000.000000 62400.000000
     20  3 416000.000000 62400.000000
     21  1 416000.000000 62400.000000
     24  2 416000.000000 62400.000000
     25  3 416000.000000 62400.000000
     26  1 416000.000000 62400.000000
     27  2 416000.000000 62400.000000
     28  3 416000.000000 62400.000000
     29  1 416000.000000 62400.000000
     30  2 416000.000000 62400.000000
     31  3 416000.000000 62400.000000
     32  1 416000.000000 62400.000000
     33  2 416000.000000 62400.000000
     34  3 416000.000000 62400.000000
     36  1 416000.000000 62400.000000
     37  2 416000.000000 62400.000000
     38  3 416000.000000 62400.000000
     39  1 416000.000000 62400.000000
     40  2 416000.000000 62400.000000
     41  3 416000.000000 62400.000000
     42  1 416000.000000 62400.000000
     43  2 416000.000000 62400.000000
     44  3 416000.000000 62400.000000
     45  1 416000.000000 62400.000000
     46  2 416000.000000 62400.000000
     47  3 416000.000000 62400.000000
     48  1 416000.000000 62400.000000
     49  2 416000.000000 62400.000000
     50  3 416000.000000 62400.000000
     51  1 416000.000000 62400.000000
     52  2 416000.000000 62400.000000
     53  3 416000.000000 62400.000000
     54  1 416000.000000 62400.000000
     55  2 416000.000000 62400.000000
     56  3 416000.000000 62400.000000
     57  1 416000.000000 62400.000000
     58  2 416000.000000 62400.000000
     59  3 416000.000000 62400.000000
     60  1 416000.000000 62400.000000
     61  2 416000.000000 62400.000000
     62  3 416000.000000 62400.000000
     63  1 416000.000000 62400.000000
     64  2 416000.000000 62400.000000
     65  3 416000.000000 62400.000000
     66  1 416000.000000 62400.000000
     67  2 416000.000000 62400.000000
     68  3 416000.000000 62400.000000
     69  1 416000.000000 62400.000000
     70  2 416000.000000 62400.000000
     71  3 416000.000000 62400.000000
     72  1 416000.000000 62400.000000
     73  2 416000.000000 62400.000000
     74  3 416000.000000 62400.000000
     75  1 416000.000000 62400.000000
     76  2 416000.000000 62400.000000
     77  3 416000.000000 62400.000000
     78  1 416000.000000 62400.000000
     79  2 416000.000000 62400.000000
     80  3 416000.000000 62400.000000
     81  1 416000.000000 62400.000000
     82  2 416000.000000 62400.000000
     83  3 416000.000000 62400.000000
     84  1 416000.000000 62400.000000
     85  2 416000.000000 62400.000000
     86  3 416000.000000 62400.000000
     87  1 416000.000000 62400.000000
     89  2 416000.000000 62400.000000
     90  3 416000.000000 62400.000000
     91  1 416000.000000 62400.000000
     92  2 416000.000000 62400.000000
     93  3 416000.000000 62400.000000
     94  1 416000.000000 62400.000000
     95  2 416000.000000 62400.000000
     96  3 416000.000000 62400.000000
     97  1 416000.000000 62400.000000
     98  2 416000.000000 62400.000000
     99  3 416000.000000 62400.000000
    100  1 416000.000000 62400.000000
    101  2 416000.000000 62400.000000
    102  3 416000.000000 62400.000000
    103  1 416000.000000 62400.000000
    104  2 416000.000000 62400.000000
    105  3 416000.000000 62400.000000
    106  1 416000.000000 62400.000000
    107  2 416000.000000 62400.000000
    108  3 416000.000000 62400.000000
    109  1 416000.000000 62400.000000
    110  2 416000.000000 62400.000000
    111  3 416000.000000 62400.000000
    112  1 416000.000000 62400.000000
    113  2 416000.000000 62400.000000
    114  3 416000.000000 62400.000000
    115  1 416000.000000 62400.000000
    116  2 416000.000000 62400.000000
    117  3 416000.000000 62400.000000
    118  1 416000.000000 62400.000000
    119  2 416000.000000 62400.000000
    120  3 416000.000000 62400.000000
    121  1 416000.000000 62400.000000
    122  2 416000.000000 62400.000000
    123  3 416000.000000 62400.000000
    124  1 416000.000000 62400.000000
    125  2 416000.000000 62400.000000
    126  3 416000.000000 62400.000000
    127  1 416000.000000 62400.000000
    128  2 416000.000000 62400.000000
    129  3 416000.000000 62400.000000
    130  1 416000.000000 62400.000000
    131  2 416000.000000 62400.000000
    132  3 416000.000000 62400.000000
    133  1 416000.000000 62400.000000
    134  2 416000.000000 62400.000000
    135  3 416000.000000 62400.000000
    136  1 416000.000000 62400.000000
    137  2 416000.000000 62400.000000
    138  3 416000.000000 62400.000000
    139  1 416000.000000 62400.000000
    140  2 416000.000000 62400.000000
    141  3 416000.000000 62400.000000
    142  1 416000.000000 62400.000000
    143  2 416000.000000 62400.000000
    144  3 416000.000000 62400.000000
    145  1 416000.000000 62400.000000
    146  2 416000.000000 62400.000000
    148  3 416000.000000 62400.000000
    149  1 416000.000000 62400.000000
    150  2 416000.000000 62400.000000
    152  3 416000.000000 62400.000000
    153  1 416000.000000 62400.000000
    154  2 416000.000000 62400.000000
    155  3 416000.000000 62400.000000
    156  1 416000.000000 62400.000000
    157  2 416000.000000 62400.000000
    158  3 416000.000000 62400.000000
    160  1 416000.000000 62400.000000
    161  2 416000.000000 62400.000000
    162  3 416000.000000 62400.000000
    163  1 416000.000000 62400.000000
    165  2 416000.000000 62400.000000
    166  3 416000.000000 62400.000000
    167  1 416000.000000 62400.000000
    168  2 416000.000000 62400.000000
    169  3 416000.000000 62400.000000
    171  1 416000.000000 62400.000000
    172  2 416000.000000 62400.000000
    173  3 416000.000000 62400.000000
    174  1 416000.000000 62400.000000
    175  2 416000.000000 62400.000000
    176  3 416000.000000 62400.000000
    177  1 416000.000000 62400.000000
    178  2 416000.000000 62400.000000
    179  3 416000.000000 62400.000000
    180  1 416000.000000 62400.000000
    181  2 416000.000000 62400.000000
    182  3 416000.000000 62400.000000
    183  1 416000.000000 62400.000000
    184  2 416000.000000 62400.000000
    185  3 416000.000000 62400.000000
    186  1 416000.000000 62400.000000
    187  2 416000.000000 62400.000000
    188  3 416000.000000 62400.000000
    189  1 416000.000000 62400.000000
    190  2 416000.000000 62400.000000
    191  3 416000.000000 62400.000000
    192  1 416000.000000 62400.000000
    193  2 416000.000000 62400.000000
    194  3 416000.000000 62400.000000
    195  1 416000.000000 62400.000000
    196  2 416000.000000 62400.000000
    197  3 416000.000000 62400.000000
    199  1 416000.000000 62400.000000
    200  2 416000.000000 62400.000000
    201  3 416000.000000 62400.000000
    202  1 416000.000000 62400.000000
    203  2 416000.000000 62400.000000
    204  3 416000.000000 62400.000000
    205  1 416000.000000 62400.000000
    206  2 416000.000000 62400.000000
    207  3 416000.000000 62400.000000
    208  1 416000.000000 62400.000000
